Nomor,T-in (mm.ss),T-out (mm.ss),T-in,T-out,ΔT,Volume,VMax,Kepadatan,Kecepatan,Kecepatan Normalisasi,Hambatan Kendaraan Menyebrang,Hambatan Kendaraan Besar,Hambatan Kendaraan Berhenti Pada Sisi Jalan,Total Hambatan,Keterangan Video
731,27:01:00,28:34:00,1621,1714,93,12,35,0.342857142857143,0.43010752688172,0.0537634408602151,3,0,1,4,Video 6
732,27:10:00,28:09:00,1630,1689,59,13,35,0.371428571428571,0.677966101694915,0.0847457627118644,3,0,1,4,Video 6
733,27:14:00,28:40:00,1634,1720,86,13,35,0.371428571428571,0.465116279069767,0.0581395348837209,3,0,1,4,Video 6
734,27:16:00,28:31:00,1636,1711,75,13,35,0.371428571428571,0.533333333333333,0.0666666666666667,3,0,1,4,Video 6
735,27:18:00,28:37:00,1638,1717,79,15,35,0.428571428571429,0.506329113924051,0.0632911392405063,3,0,1,4,Video 6
736,27:24:00,28:21:00,1644,1701,57,17,35,0.485714285714286,0.701754385964912,0.087719298245614,3,0,1,4,Video 6
737,27:27:00,28:48:00,1647,1728,81,18,35,0.514285714285714,0.493827160493827,0.0617283950617284,3,0,1,4,Video 6
738,27:32:00,28:40:00,1652,1720,68,21,35,0.6,0.588235294117647,0.0735294117647059,3,0,1,4,Video 6
739,28:01:00,28:57:00,1681,1737,56,18,35,0.514285714285714,0.714285714285714,0.0892857142857143,3,0,0,3,Video 6
740,28:02:00,28:47:00,1682,1727,45,19,35,0.542857142857143,0.888888888888889,0.111111111111111,4,0,0,4,Video 6
741,28:13:00,29:03:00,1693,1743,50,18,35,0.514285714285714,0.8,0.1,4,0,0,4,Video 6
742,28:15:00,29:05:00,1695,1745,50,18,35,0.514285714285714,0.8,0.1,3,0,0,3,Video 6
743,28:18:00,29:01:00,1698,1741,43,19,35,0.542857142857143,0.930232558139535,0.116279069767442,3,0,0,3,Video 6
744,28:21:00,29:08:00,1701,1748,47,20,35,0.571428571428571,0.851063829787234,0.106382978723404,3,0,0,3,Video 6
745,28:40:00,29:28:00,1720,1768,48,20,35,0.571428571428571,0.833333333333333,0.104166666666667,4,0,0,4,Video 6
746,28:58:00,29:52:00,1738,1792,54,15,35,0.428571428571429,0.740740740740741,0.0925925925925926,4,0,0,4,Video 6
747,29:00:00,29:32:00,1740,1772,32,16,35,0.457142857142857,1.25,0.15625,4,0,0,4,Video 6
748,29:02:00,29:56:00,1742,1796,54,16,35,0.457142857142857,0.740740740740741,0.0925925925925926,4,0,0,4,Video 6
749,29:06:00,29:59:00,1746,1799,53,14,35,0.4,0.754716981132076,0.0943396226415094,4,0,0,4,Video 6
750,29:08:00,29:54:00,1748,1794,46,14,35,0.4,0.869565217391304,0.108695652173913,4,0,0,4,Video 6
